US-State|URL|Title|Location|AskPrice|CashFlow|GrossRevenue|EBITDA|FF&E|Inventory|Rent|RealEstate|Established|Inventory-2|RealEstate-2|BuildingSF|LeaseExpiration|Employees|FurnitureFixturesAndEquipment|Facilities|GrowthAndExpansion|Financing|SupportAndTraining|ReasonForSelling
Vermont|https://www.bizbuysell.com//Business-Opportunity/Popular-Cafe-in-Desirable-Neighborhood/1758400/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Popular Cafe in Desirable Neighborhood|CA|$75,000|$24,655|$395,551|N/A|N/A|$5,000|$4,100 /Month||2012|Included in asking price|Leased|2,500|8/1/2019|11||Hours Monday thru Sunday 8 am to 7 pm|||2 weeks, 20 hours per week|Other career opportunities
Vermont|https://www.bizbuysell.com//Business-Opportunity/Coffee-and-Ice-Cream-in-Full-Throttle-and-Covid-Compliant/1758523/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Coffee  & Ice Cream in Full Throttle  & Covid Compliant|Cambria, CA (San Luis Obispo County)|$90,000|N/A|$252,500|N/A|$40,000|$8,000*|$1,300 /Month||2005|Not included in asking price|Leased|890|N/A|6|Included in asking price|"Approx 890 sf interior + outside in front? Seating : 10 inside & 4 outside
5 yr Lease at just $1300. The  shop has new exterior paint and three dimension signage. Landlord installed new heater and air condition unit about a year ago.
New Corian counters, pastry display case and ice cream display case as well as newer refrigerator and freezer , built in desk area."|Increase menu options and specialty coffee drinks.||Previous owner prepared a manual which can be transferred|Owners are unavailable to spend enough time at. the business. Owner Oper pref.
Vermont|https://www.bizbuysell.com//Business-Opportunity/High-Volume-and-Profitable-Italian-Restaurant-in-Santa-Clarita-Valley/1725351/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|High Volume & Profitable Italian Restaurant in Santa Clarita Valley|Los Angeles County, CA|$275,000|$142,200|$1,350,000|N/A|N/A|N/A|||2004||||||||||2 weeks|
Vermont|https://www.bizbuysell.com//Business-Opportunity/Very-New-Super-Successful-Coin-Laundry/1758447/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Very New, Super Successful Coin Laundry!|Fresno, CA (Fresno County)|$595,000|$128,412|$325,116|N/A|N/A|N/A|||2017|||||4 to 5||This Coin Op Laundry is located in a major shopping center with a large supermarket near by. The laundry has spacious ceilings and is kept immaculately clean.|There is room to increase the number of washers and dryers plus expanding the full service side of the business.||The seller or seller's employees will provide training to the buyer to familiarized buyer with all aspects of this business to the best of the seller and it's employee's knowledge and ability.|Seller is moving to another state
Vermont|https://www.bizbuysell.com//Business-Opportunity/Primo-Market-Listing-Information/1758222/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Primo Market Listing Information|Orange Cove, CA (Fresno County)|$350,000|N/A|N/A|N/A|N/A|$70,000*|||1995|Not included in asking price||||||Home Based||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Jus-Chillin/1758225/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Jus Chillin|Palm Springs, CA (Riverside County)|$249,000|N/A|$328,000|N/A|N/A|N/A|$3,800 /Month||2011||Leased|1,800|N/A|6|||||Will train for an agreed amount of time for a smooth transition.|Illness in family.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Franchise-Frozen-yogurt-business-for-Sale-4-LOCATIONS/1758226/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Franchise Frozen yogurt business for Sale - 4 LOCATIONS!!!|CA|$475,000|N/A|N/A|N/A|N/A|N/A|||N/A|||||||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/High-End-Bicycle-Retail-and-Mail-Order-Shop/1750662/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|High-End Bicycle Retail & Mail Order Shop|Orange County, CA (Relocatable)|$350,000|N/A|$1,100,000|N/A|N/A|$250,000|$2,800 /Month||1999|Included in asking price|Leased|1,500|6/30/2023|3||The purchase price includes $150,000 in inventory, plus fixtures, tools, and other equipment. An additional $50-100,000 in prime inventory is also available which may also be purchased at a substantial discount.|The majority of the current sales volume consists of sales of complete high-end road bicycles. Substantial sales and profit growth potential therefore exists through the expansion into sales of mountain bikes, entry and mid-priced bikes, parts, accessories, clothing, shoes, helmets and other related items. The business owner has been working 40 hours a week for 8 to 9 months a year for the last several years, and additional growth and profit potential exists for an owner/operator willing to work more hours.|All cash sale|The seller will provide 100 hours of on-site training followed by 12 months of no-cost phone training and consultation (of up to 10 hours a month.)|
Vermont|https://www.bizbuysell.com//Business-Opportunity/Award-Winning-Restaurant-and-Bar-DOSA-1700-Fillmore-St-San-Francisco/1758140/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Award Winning Restaurant & Bar (DOSA); 1700 Fillmore St, San Francisco|San Francisco, CA (San Francisco County)|$595,000|N/A|$3,776,571|N/A|N/A|N/A|$23,057 /Month||N/A||Leased|5,825|11/1/2022|||"Square Feet: 5,825
Seating: 180
Hours: 7 / 2 days brunch SA, Sun and 7 days dinner
Parking: street"||Lease Option: 5 years + more available||Other Interests
Vermont|https://www.bizbuysell.com//Business-Opportunity/Sports-Bar-ABC-Type-48-License-lots-of-parking/1758109/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Sports Bar #ABC Type 48 License lots of parking|La Mirada, CA (Los Angeles County)|$295,000|$120,000|$420,000|N/A|N/A|$5,000*|||2006|Not included in asking price||||5||lots of parking on the side and in the back of the building||Rent is only $4,200|2 weeks at close of escrow if needed|moving retireing
Vermont|https://www.bizbuysell.com//Business-Opportunity/Great-Downtown-San-Mateo-Restarant-Opportunity/1758036/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Great Downtown San Mateo Restarant Opportunity|San Mateo, CA (San Mateo County)|$199,000|N/A|$800,000|N/A|N/A|N/A|$4,800 /Month||2013|Included in asking price|Leased|1,250|N/A|5||Great center block location, back parking lot, lots of storage, rent currently $4800 plus CAM $1200 for monthly of $6000. 4 years left on the lease with a 5-year option, facilities in great shape, and nice set up to run efficiantly with out a large staff.|Expand hours as currently dinner only, change concept or keep it he same!||Upon request|Other businesses in other areas
Vermont|https://www.bizbuysell.com//Business-Opportunity/Upsale-Established-Hair-Salon-Close-to-Old-Town-Pasadena/1716941/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Upsale Established Hair Salon Close to Old Town Pasadena|Pasadena, CA (Los Angeles County)|$60,000|N/A|N/A|N/A|N/A|N/A|||N/A|||||||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Dry-Cleaning-Franchise-Low-Rent/1758040/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Dry Cleaning Franchise, Low Rent|Alameda County, CA|$250,000|$55,205|$267,000|N/A|N/A|$3,000|||N/A|Included in asking price||||3||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Accounting-Practice-For-Sale-Mid-Penisula-Area/1758079/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Accounting Practice For Sale  - Mid Penisula Area|San Carlos, CA (San Mateo County)|$865,000|$418,000|$700,000|N/A|N/A|N/A|$3,850 /Month||1999||Leased|1,400|10/31/2024|1||||||Retirement
Vermont|https://www.bizbuysell.com//Business-Opportunity/Data-Provider-for-Marketing-and-Sales-SaaS-Company/1758048/?d=JTJmY2FsaWZvcm5pYS1idXNpbmVzc2VzLWZvci1zYWxlJTJmMzAlMmYlM2ZxJTNkYVhJOU1TWnNjM0pmY214aWNHNDlNaVp6Y0dsa1BURW1kejF4|Data Provider for Marketing and Sales, SaaS Company|Alameda County, CA|$500,000|N/A|N/A|N/A|N/A|N/A|||N/A|||||1||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Fast-Growing-Cabinet-and-Countertop-Company-Cash-Flow-397k/1667960/?d=JTJmY29sb3JhZG8tYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZiUzZnElM2RhWEk5TVNaemNHbGtQVEVtZHoxeA==|Fast Growing Cabinet and Countertop Company: Cash Flow = $397k|Denver, CO (Denver County)|N/A|$397,000|$2,050,000|$397,000|$149,500|$7,370|$8,148 /Month||2013|Included in asking price|Leased|3,300|N/A|5|Included in asking price|Beautiful showroom in the Denver Metro area. Includes space for sales people, offices and select inventory. Amazingly-good road frontage and walk in traffic.|The company is growing and doing great. There is substantial upside in growing the retail side of the business by starting a basic advertising and outreach program. At present, there is nothing in place besides an attractive web site so this has ground-floor upward potential.||Seller will provide full training over the customary 4-8 week transition period. There is also the possibility of the Seller staying on in a sales capacity to help grow the business.|Semi-Retirement.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Well-Established-Denver-Monthly-Community-Ad-Magazine/1752484/?d=JTJmY29sb3JhZG8tYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZiUzZnElM2RhWEk5TVNaemNHbGtQVEVtZHoxeA==|Well-Established Denver Monthly Community Ad Magazine|CO (Relocatable)|$245,000|$97,250|$575,000|$47,250|N/A|$25,000|||2005|Included in asking price||||2||"All FFE of the seller is personal and not for sale. 2nd employee is graphic artist, also in his home office and not selling home-based FFE. The only materials (called ""inventory"" in this ad) that are included in the sale are the artwork and administrative files of the current owner and of the graphic artist). Artwork  files are on InDesign software. (Home Based)"|"Pros: Stable, staff in place, seller-financed, relocatable, home-based, high renewal ad rate, established printer/direct mailer relationship, great community (Denver suburb!), easy lifestyle

Cons: COVID-19 unknowns."|$155,000 at 5% for 7 Years|Seller will be available to train and assist new owner as needed.|Owner is retiring.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Metro-Denver-Chiropractic-Acupuncture-and-Massage-Center/1737027/?d=JTJmY29sb3JhZG8tYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZiUzZnElM2RhWEk5TVNaemNHbGtQVEVtZHoxeA==|Metro Denver Chiropractic, Acupuncture & Massage Center|Lone Tree, CO (Douglas County)|$1,695,000|$450,000|$1,930,000|$300,000|$100,000|$15,000||$1,550,000*|1998|Included in asking price|Owned|3,600||16|Included in asking price|The 3,600 sq. ft. professional office building is a free-standing facility on a corner lot, with an 18-suite layout and an oversize 40-car capacity parking lot. The building, originally built in 2002 as a fast-food restaurant, has been especially remodeled for this type of center, is well-built and beautifully designed.|The business has been stable and steady and well-loved for years. It is ideally ready for a new owner. The sellers have built a great platform of high reputation, skilled personnel and business volume to guaranty an exciting start for a new owner.|Seller will offer $200,000. Real estate also for sale|Seller will be available to train and assist new owner as needed.|Owner is retiring.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Colorado-Manufacturer-and-Installer-of-Fabricated-Stone/1689203/?d=JTJmY29sb3JhZG8tYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZiUzZnElM2RhWEk5TVNaemNHbGtQVEVtZHoxeA==|Colorado  Manufacturer & Installer of Fabricated Stone|CO|$350,000|$150,000|$800,000|$50,000|$30,000|$7,000*||$1,395,000*|1974|Not included in asking price|Owned|11,000||6|Included in asking price|Also available for sale, but not priced here. 11,000 sq. ft. steel-frame building (circa 1974). Has manufacturing, office and showroom. This building is right in the path of future development. Good for this company for the next 5-10 years, at which time it most likely will be the key remaining remaining industrial property left for acquisition in this otherwise non-industrial area.|The business has been stable and steady for 45 years! It now needs a new owner to help it to bring its marketing up-to-speed.|Anticipate SBA/Bank of $245K / 10 yrs. / 6%; Seller financing of $30K / 5yrs. / 5%|Owner will be available to train and assist new owner as needed. Owner lives nearby, is in good health and is not planning to leave the area.|Owner is retiring.
Vermont|https://www.bizbuysell.com//Business-Opportunity/SW-Colorado-E-Commerce-Retailer-and-Manufacturer/1687509/?d=JTJmY29sb3JhZG8tYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZiUzZnElM2RhWEk5TVNaemNHbGtQVEVtZHoxeA==|SW Colorado E-Commerce Retailer & Manufacturer|CO|$1,495,000|$395,000|$1,400,000|$295,000|$35,000|$350,000|$3,100 /Month||1991|Included in asking price|Leased|4,634|6/30/2021|16|Included in asking price|Office, retailing, manufacturing and shipping facility currently leased to the company. Landlord will be happy to renew the lease.|The business has been stable and steady and has frequently updated the products it sells. The company has recently completed an impressive number of major improvements including new retail and wholesale websites, an Amazon Storefront, new online marketing programs, numerous product packaging upgrades and the on-boarding of new order management software.|Anticipate SBA/Bank at $900K, 8%, 10 yrs.; Seler at $295K, 6%, 5 yrs.|Seller will be available to train and assist new owner as needed|Owner is retiring.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Well-Established-Painting-Business-Great-Cash-Flow/1716737/?d=JTJmY29sb3JhZG8tYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZiUzZnElM2RhWEk5TVNaemNHbGtQVEVtZHoxeA==|Well Established Painting Business – Great Cash Flow|Boulder County, CO|$285,000|$110,000|$850,000|N/A|N/A|N/A|||N/A|||||||Home Based||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Massage-and-Acupuncture-Wellness-Center/1453321/?d=JTJmY29sb3JhZG8tYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjIyJTJmJTNmcSUzZGFYSTlNU1pzYzNKZmNteGljRzQ5TWlaemNHbGtQVEVtZHoxeA==|Massage & Acupuncture - Wellness Center|Golden, CO (Jefferson County)|$151,000|$76,775|$250,717|N/A|$7,440|$4,000|||1988|Included in asking price||||2 FT, 6 PT|Included in asking price|1,496 sq. ft. leased space|Further expand referral network with local health care professionals, consider price increase (very competitive), add Chiropractic, Rolfing, Yoga, Community Acupuncture.|The Seller will entertain offers of varying financial and legal structures.|Seller will provide effective training and knowledge transfer to the Buyer in all matters relating to Company operations.|Pursuing a new opportunity.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Be-Your-Own-Boss/1418098/?d=JTJmY29sb3JhZG8tYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjIyJTJmJTNmcSUzZGFYSTlNU1pzYzNKZmNteGljRzQ5TWlaemNHbGtQVEVtZHoxeA==|Be Your Own Boss!|Longmont, CO (Boulder County)|$175,000|N/A|N/A|N/A|N/A|$70,000*|$0.00||2007|Not included in asking price|Leased|5,100|N/A|11||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Family-Restaurant-Serving-Comfort-Food/1405042/?d=JTJmY29sb3JhZG8tYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjIyJTJmJTNmcSUzZGFYSTlNU1pzYzNKZmNteGljRzQ5TWlaemNHbGtQVEVtZHoxeA==|Family Restaurant Serving Comfort Food|CO|N/A|$27,000|$1,300,000|$27,000|N/A|N/A||N/A|N/A||Owned|3,000||||The restaurant has an approximate 115 person indoor seating capacity in a 3,000 square-foot Company-owned facility.||Terms considered|Customary transition period|
Vermont|https://www.bizbuysell.com//Business-Opportunity/ESTABLISHED-TRANSMISSION-REPAIR-CENTER-GLENWOOD-SPRINGS-CO/1396452/?d=JTJmY29sb3JhZG8tYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjIyJTJmJTNmcSUzZGFYSTlNU1pzYzNKZmNteGljRzQ5TWlaemNHbGtQVEVtZHoxeA==|ESTABLISHED TRANSMISSION REPAIR CENTER - GLENWOOD SPRINGS, CO|Glenwood Springs, CO (Garfield County)|N/A|N/A|N/A|N/A|N/A|N/A|||N/A|||||||||We have third party lenders available to assist with SBA, commercial, unsecured and 4|Three weeks. Moran University online training, 1 week classroom training at corporate office. One week in-store field training.|
Vermont|https://www.bizbuysell.com//Business-Opportunity/Dynamic-Restaurant-and-Bar-0410/1349445/?d=JTJmY29sb3JhZG8tYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjIyJTJmJTNmcSUzZGFYSTlNU1pzYzNKZmNteGljRzQ5TWlaemNHbGtQVEVtZHoxeA==|Dynamic Restaurant & Bar #0410|CO|$599,000|$112,854|$694,814|N/A|$120,000|$50,000||$500,000|N/A|Included in asking price|Owned|N/A|||Included in asking price||The business is in the best location not too far from the city and the capital.  Located in a small booming community. The business is a local favorite.|||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Fantastic-Sam-Franchise/1331185/?d=JTJmY29sb3JhZG8tYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZjIyJTJmJTNmcSUzZGFYSTlNU1pzYzNKZmNteGljRzQ5TWlaemNHbGtQVEVtZHoxeA==|Fantastic Sam Franchise|Aurora, CO (Arapahoe County)|$20,000|$20,000|$249,000|N/A|$20,000|$3,000*|$4,000 /Month||2009|Not included in asking price|Leased|1,200|9/1/2021|6|Included in asking price|A vibrant profitable National Brand Hair Salon.  Good Demographics and Strong Growth potential.   Located in a very busy intersection in a shopping center anchored by national tenants.|The store has great growth potential with 8 total service stations. The picture displayed is a sample stock photo - not of  the property for sale.|Possible|The Seller and Franchisor will provide adequate training to make sure the Buyer will be successful.|Retirement.
Vermont|https://www.bizbuysell.com//Business-Opportunity/Fast-Growing-Truck-Repair-Business-with-License/1763775/?d=JTJmY29ubmVjdGljdXQtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZiUzZnElM2RhWEk5TVNaemNHbGtQVEVtZHoxeA==|Fast Growing Truck Repair Business with License|Monroe, CT (Fairfield County)|$480,000|N/A|$500,000|N/A|N/A|N/A|||2014|||||2||4 Mobile Trucks, License, Three extra large bay shop (24 foot tall ceilings), approximately 5,000 square feet (including offices), 1-10,000lb automotive lift, 1-76,000lb truck lift, 2 fork lifts, 3 year lease with option to extend another 5 years, Plenty of parking, complete package sale.||||Health
Vermont|https://www.bizbuysell.com//Business-Opportunity/Family-Restaurant/1763592/?d=JTJmY29ubmVjdGljdXQtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZiUzZnElM2RhWEk5TVNaemNHbGtQVEVtZHoxeA==|Family Restaurant|Niantic, CT (New London County)|$325,000|$225,000|$1,268,000|N/A|N/A|$5,000*|||1995|Not included in asking price||||13||||||
Vermont|https://www.bizbuysell.com//Business-Opportunity/Photographers-Dream-Business/1763490/?d=JTJmY29ubmVjdGljdXQtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZiUzZnElM2RhWEk5TVNaemNHbGtQVEVtZHoxeA==|Photographers Dream Business|Avon, CT (Hartford County)|$99,000|N/A|$502,000|$94,000|$145,000|$10,000*|$3,500 /Month||1990|Not included in asking price|Leased|4,500|1/30/2021|4|Included in asking price|Printers, computers, cameras, software.  All assets|Increase web advertising and additional daycare/school accounts||2 weeks|Owner owns 3 other businesses
Vermont|https://www.bizbuysell.com//Business-Opportunity/Wine-and-Liquor-Store-for-sale-in-Fairfield-County/1763173/?d=JTJmY29ubmVjdGljdXQtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZiUzZnElM2RhWEk5TVNaemNHbGtQVEVtZHoxeA==|Wine and Liquor Store for sale in Fairfield County|Fairfield County, CT|$250,000|$100,000|$850,000|N/A|N/A|$150,000*|||2010|Not included in asking price||||4PT|||||Seller will train|Other interests
Vermont|https://www.bizbuysell.com//Business-Opportunity/Convenience-Store-for-Sale-in-CT/1762805/?d=JTJmY29ubmVjdGljdXQtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZiUzZnElM2RhWEk5TVNaemNHbGtQVEVtZHoxeA==|Convenience Store for Sale in CT|Fairfield County, CT|$125,000|$108,588|$395,000|N/A|$12,000|$20,000|||N/A|Included in asking price||||1FT|Included in asking price||||Seller will train|
Vermont|https://www.bizbuysell.com//Business-Opportunity/Profitable-Connecticut-Deli-with-Property/1755941/?d=JTJmY29ubmVjdGljdXQtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZiUzZnElM2RhWEk5TVNaemNHbGtQVEVtZHoxeA==|Profitable Connecticut Deli with Property|CT|$2,000,000|$300,000|$1,350,000|N/A|$300,000|N/A||$1,275,000|1990||Owned|N/A||7|Included in asking price||||Yes|Retiring
Vermont|https://www.bizbuysell.com//Business-Opportunity/Restaurant-Pizzeria-Doing-Earning-260-000/1754015/?d=JTJmY29ubmVjdGljdXQtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZiUzZnElM2RhWEk5TVNaemNHbGtQVEVtZHoxeA==|Restaurant-Pizzeria Doing Earning $260,000|Fairfield County, CT|$975,000|$260,000|$1,600,000|N/A|$350,000|N/A|||1988|||||14|Included in asking price||||Yes|
Vermont|https://www.bizbuysell.com//Business-Opportunity/Local-Grinder-Franchise/1748811/?d=JTJmY29ubmVjdGljdXQtYnVzaW5lc3Nlcy1mb3Itc2FsZSUyZiUzZnElM2RhWEk5TVNaemNHbGtQVEVtZHoxeA==|Local Grinder Franchise|New Haven County, CT|$179,900|N/A|$650,000|N/A|$250,000|N/A|$2,950 /Month||N/A||Leased|2,000|N/A||Included in asking price||||Complete Franchising  Training|Presently a company store that franchisor wishes to be taken over by new franchi
